Путь Время,mc Скорость Отметка Шаблон Статус Курс Крен Тангаж Vn Ve Vh Широта Долгота Высота Ax Ay Az 
-952,66955566406 393522 -1,624 <_____> 1510,59 <Интегр-Навиг> 61,9562 0,122231 -0,845882 -4,00166 2,42003 0 55,76076396105 37,72539837079 166,08934020996 -1,16121 9,14126 0,492885
-953,12060546875 393870 -1,62378 <_____> 1510,59 <Интегр-Навиг> 62,02 -0,128761 -0,801432 -4,10288 2,45344 0 55,76076040263 37,72540214800 166,09669494629 -0,447334 9,97658 -0,329852
-953,57171630859 394213 -1,62378 <_____> 1510,59 <Интегр-Навиг> 62,0601 -0,383908 -0,744885 -4,09703 2,48627 0 55,76075691264 37,72540584911 166,10231018066 6,00054 15,3994 0,581477
-954,02276611328 394561 -1,624 <_____> 1510,59 <Интегр-Навиг> 62,0195 -0,0531185 -0,85579 -3,99941 2,40183 0 55,76075319905 37,72540786492 165,99516296387 0,0296915 10,1451 -1,02121
-954,47387695313 394917 -1,62378 <_____> 1510,19 <Интегр-Навиг> 62,025 -0,061049 -0,851195 -3,92297 2,3603 0 55,76074964308 37,72541164909 166,00094604492 0,256918 10,5768 -0,673011
-954,92492675781 395276 -1,624 <_____> 1508,97 <Интегр-Навиг> 61,9706 -0,0694302 -0,85137 -3,87936 2,336 0 55,76074612961 37,72541540042 166,00688171387 -0,120677 9,92641 0,428657
-955,37597656250 395645 -1,62378 <_____> 1508,37 <Интегр-Навиг> 61,9246 -0,115176 -0,860085 -3,75766 2,28048 0 55,76074242087 37,72541731081 165,92185974121 0,14218 10,3183 -0,0674103
-955,82708740234 396018 -1,62378 Piket 1508,17 <Интегр-Навиг> 61,9086 -0,072329 -0,87151 -3,77634 2,28707 0 55,76073891210 37,72542107004 165,92628479004 0,433223 10,5701 -0,691769
-956,27813720703 396389 -3,24778 <_____> 1507,96 <Интегр-Навиг> 61,9406 -0,0454254 -0,856357 -3,76425 2,27749 0 55,76073538294 37,72542485591 165,87356567383 0,113933 10,1645 0,135571
-956,72924804688 396768 -1,62378 <_____> 1507,76 <Интегр-Навиг> 61,9925 -0,0298894 -0,856459 -3,73134 2,26533 0 55,76073136514 37,72542917252 165,87698364258 0,0876174 10,2458 -0,348538
-957,18029785156 397146 -1,624 <_____> 1507,56 <Интегр-Навиг> 62,0131 -0,0154948 -0,850641 -3,69411 2,24065 0 55,76072784158 37,72543295773 165,88008117676 1,07192 10,7384 -0,4808
-957,63134765625 397527 -1,62378 <_____> 1507,56 <Интегр-Навиг> 62,0103 0,0361174 -0,832182 -3,6747 2,22096 0 55,76072479238 37,72543435993 165,84686279297 -1,29251 8,38759 0,722977
-958,08245849609 397912 -1,62378 <_____> 1507,96 <Интегр-Навиг> 61,9837 0,0075681 -0,80516 -3,64832 2,18926 0 55,76072126290 37,72543815006 165,84951782227 -1,78585 8,07568 0,509529
-958,53350830078 398295 -1,624 <_____> 1508,17 <Интегр-Навиг> 61,989 -0,00269679 -0,790035 -3,70792 2,22875 0 55,76071772625 37,72544194949 165,85185241699 -1,40377 8,74509 0,631976
-958,98461914063 398670 -1,62378 <_____> 1508,17 <Интегр-Навиг> 62,0239 0,0463225 -0,769859 -3,7586 2,26298 0 55,76071500891 37,72544437309 165,83476257324 0,913609 10,5571 -0,784685
-959,43566894531 399042 -1,624 <_____> 1508,17 <Интегр-Навиг> 62,0651 0,0719678 -0,753882 -3,82442 2,31644 0 55,76071148807 37,72544814516 165,83659362793 0,0288691 10,1613 0,264922
-959,88671875000 399405 -1,62378 <_____> 1508,17 <Интегр-Навиг> 62,0471 0,0515074 -0,754146 -3,90992 2,35737 0 55,76070802068 37,72545185482 165,83372497559 0,0503743 10,2568 -0,456788
-960,33782958984 399758 -1,62378 <_____> 1507,96 <Интегр-Навиг> 62,0601 0,00414167 -0,754656 -3,99062 2,41178 0 55,76070428906 37,72545106795 165,83564758301 0,579321 10,1402 0,0222691
-960,78887939453 400113 -1,624 <_____> 1507,76 <Интегр-Навиг> 62,113 -0,0582678 -0,752506 -3,91178 2,34562 0 55,76070079847 37,72545479142 165,83766174316 -0,948388 9,22203 -0,92607
-961,23999023438 400477 -1,62378 <_____> 1507,56 <Интегр-Навиг> 62,1295 -0,043227 -0,778345 -3,85704 2,29354 0 55,76069668514 37,72545589046 165,84823608398 -1,07928 9,80245 -0,628574
-961,69104003906 400835 -1,624 <_____> 1506,95 <Интегр-Навиг> 62,1174 -0,0897149 -0,804851 -3,9979 2,38804 0 55,76069315855 37,72545963152 165,85096740723 -0,566429 9,96462 -0,0817387
-962,14215087891 401190 -1,624 <_____> 1506,75 <Интегр-Навиг> 62,1345 -0,0551196 -0,830355 -3,95361 2,37396 0 55,76068964855 37,72546335359 165,85366821289 0,994176 10,3642 -0,0946969
-962,59320068359 401550 -3,24778 <_____> 1506,75 <Интегр-Навиг> 62,1309 -0,0513075 -0,858307 -3,86523 2,2917 0 55,76068608632 37,72546464034 165,86538696289 -0,841226 8,7558 0,0829757
-963,04425048828 401910 -1,62378 <_____> 1506,75 <Интегр-Навиг> 62,077 -0,0284254 -0,902823 -3,96417 2,36842 0 55,76068258398 37,72546835439 165,86828613281 -0,796828 9,61674 -0,408786
-963,49536132813 402260 -1,62378 <_____> 1507,36 <Интегр-Навиг> 62,0263 -0,0302557 -0,924635 -4,07728 2,43101 0 55,76067909907 37,72547204322 165,87117004395 1,09219 9,72029 0,23422
-963,94641113281 402602 -1,624 <_____> 1507,56 <Интегр-Навиг> 62,0321 -0,0578071 -0,95117 -4,11424 2,4575 0 55,76067554638 37,72547341514 165,88124084473 0,770433 10,6077 -0,0595988
-964,39752197266 402943 -1,62378 <_____> 1507,56 <Интегр-Навиг> 62,0482 -0,0420253 -0,975409 -4,17509 2,46319 0 55,76067204751 37,72547710328 165,88427734375 -0,720928 9,38555 0,345927
-964,84857177734 403280 -1,624 <_____> 1507,56 <Интегр-Навиг> 62,0663 -0,000817152 -1,01003 -4,17946 2,47783 0 55,76066856089 37,72548077240 165,88696289063 0,112944 10,3313 -0,157821
-965,29962158203 403619 -1,624 <_____> 1507,56 <Интегр-Навиг> 62,0827 -0,0406225 -1,03181 -4,12654 2,43201 0 55,76066534603 37,72548289693 165,91687011719 -0,545301 9,67229 0,197025
-965,75073242188 403965 -3,24756 <_____> 1507,96 <Интегр-Навиг> 62,0597 0,0412106 -1,0279 -4,07862 2,4178 0 55,76066181088 37,72548661625 165,92056274414 -0,684205 9,79749 0,204307
-966,20178222656 404308 -1,624 Piket 1508,97 <Интегр-Навиг> 62,0133 -0,0373521 -1,04909 -4,10223 2,4272 0 55,76065827181 37,72549034676 165,92404174805 -1,42807 8,68824 -0,105859
-966,65289306641 404655 -1,62378 <_____> 1509,38 <Интегр-Навиг> 62,016 -0,0779722 -1,04558 -4,04611 2,42194 0 55,76065396259 37,72549263694 165,99772644043 0,00445661 9,79709 0,643422
-967,10394287109 405009 -1,624 <_____> 1509,58 <Интегр-Навиг> 62,0506 -0,116709 -1,06105 -3,93374 2,33449 0 55,76065039188 37,72549641217 166,00341796875 0,557465 9,92606 0,43843
-967,55499267578 405366 -1,62378 <_____> 1509,78 <Интегр-Навиг> 62,0407 -0,151676 -1,10462 -3,95343 2,35555 0 55,76064691801 37,72550008200 166,00901794434 -1,37934 9,34394 -0,468022
-968,00610351563 405723 -1,62378 <_____> 1509,78 <Интегр-Навиг> 61,9841 -0,185636 -1,14205 -3,88117 2,31302 0 55,76064248971 37,72550296417 166,10502624512 -1,40234 9,77193 -0,503758
-968,45715332031 406090 -1,624 <_____> 1509,58 <Интегр-Навиг> 61,9205 0,0580454 -1,14331 -3,79474 2,27234 0 55,76063897359 37,72550669326 166,11198425293 -0,925515 9,91618 -0,643047
-968,90826416016 406457 -1,62378 <_____> 1509,58 <Интегр-Навиг> 61,8737 0,224779 -1,14626 -3,83796 2,30315 0 55,76063553242 37,72550933411 166,22065734863 -0,384247 9,85202 0,17368
-969,35931396484 406820 -1,62378 <_____> 1509,58 <Интегр-Навиг> 61,9086 0,203755 -1,10042 -3,88064 2,32326 0 55,76063204820 37,72551303287 166,22872924805 0,43118 10,0118 -0,664163
-969,81036376953 407183 -3,24778 <_____> 1509,38 <Интегр-Навиг> 61,9253 0,169422 -1,08971 -3,844 2,28881 0 55,76062851197 37,72551678906 166,23669433594 0,226827 10,6732 -0,698993
-970,26147460938 407546 -1,62378 <_____> 1508,97 <Интегр-Навиг> 61,9736 0,0561983 -1,05846 -3,92834 2,34675 0 55,76062509451 37,72552072936 166,34719848633 -0,752845 9,19151 0,558455
-970,71252441406 407902 -1,624 <_____> 1508,57 <Интегр-Навиг> 62,0427 0,0597157 -1,05089 -3,93448 2,35296 0 55,76062154275 37,72552448910 166,35803222656 -0,731083 8,8906 0,732738
-971,16363525391 408260 -1,62378 <_____> 1508,17 <Интегр-Навиг> 62,066 -0,00806272 -1,05403 -3,89664 2,32365 0 55,76061809217 37,72552814275 166,36859130859 -0,280072 9,85776 0,374257
-971,61468505859 408626 -1,624 <_____> 1508,17 <Интегр-Навиг> 62,0547 0,0233848 -1,0485 -3,81046 2,27082 0 55,76061483530 37,72552924553 166,49063110352 -0,75985 8,81232 0,546928
-972,06573486328 408993 -1,62378 <_____> 1508,17 <Интегр-Навиг> 62,0605 -0,0164637 -1,05247 -3,80985 2,27482 0 55,76061134997 37,72553293493 166,50448608398 0,326573 10,1649 -0,699046
-972,51684570313 409361 -1,62378 <_____> 1508,57 <Интегр-Навиг> 62,0556 -0,0574142 -1,06729 -3,82068 2,28883 0 55,76060786287 37,72553663153 166,51821899414 0,00610133 9,9385 0,0840677
-972,96789550781 409726 -1,624 <_____> 1508,97 <Интегр-Навиг> 61,9938 -0,0595872 -1,07883 -3,82118 2,28898 0 55,76060408726 37,72554034612 166,63002014160 -0,520969 9,5253 0,931559
-973,41900634766 410094 -1,62378 <_____> 1509,18 <Интегр-Навиг> 61,9199 -0,0345191 -1,10304 -3,78364 2,28156 0 55,76060061183 37,72554404683 166,64579772949 0,185149 10,314 -0,422354
-973,87005615234 410463 -1,624 <_____> 1509,18 <Интегр-Навиг> 61,8736 0,0442532 -1,09418 -3,79271 2,29426 0 55,76059679628 37,72554821411 166,70959472656 0,519696 9,83726 -0,321555
-974,32116699219 410832 -1,62378 <_____> 1509,18 <Интегр-Навиг> 61,8597 0,0858569 -1,09143 -3,76908 2,26381 0 55,76059332545 37,72555192859 166,72615051270 -0,318879 9,70105 0,805888
-974,77221679688 411203 -1,62378 <_____> 1509,18 <Интегр-Навиг> 61,8748 0,0563404 -1,06675 -3,85316 2,32336 0 55,76058979543 37,72555570391 166,74291992188 -0,685159 8,9442 1,5731
-975,22326660156 411567 -3,24778 <_____> 1508,77 <Интегр-Навиг> 61,9447 0,0805679 -1,06114 -3,86877 2,32582 0 55,76058589008 37,72555867348 166,75685119629 0,148386 10,4818 -0,784613
-975,67437744141 411931 -1,62378 <_____> 1508,77 <Интегр-Навиг> 61,9728 0,0647106 -1,05861 -3,81442 2,293 0 55,76058237149 37,72556242507 166,77325439453 -0,213234 9,85267 -0,264828
-976,12542724609 412304 -1,624 <_____> 1508,57 <Интегр-Навиг> 61,9372 0,0279477 -1,06343 -3,74111 2,24601 0 55,76057887088 37,72556617628 166,78964233398 -1,18308 8,59222 0,953662
-976,57653808594 412678 -1,62378 <_____> 1508,37 <Интегр-Навиг> 61,8901 0,0839738 -1,07288 -3,74835 2,27278 0 55,76057546591 37,72556827786 166,78100585938 0,0808269 10,133 -0,272265
-977,02758789063 413049 -1,624 <_____> 1508,37 <Интегр-Навиг> 61,8738 0,11422 -1,09374 -3,77949 2,28652 0 55,76057194970 37,72557204731 166,79681396484 0,0588049 10,3675 -0,712929
-977,47863769531 413419 -1,62378 <_____> 1508,77 <Интегр-Навиг> 61,8643 0,159147 -1,10245 -3,80234 2,29744 0 55,76056849453 37,72557575382 166,79174804688 -0,765491 9,32871 1,02998
-977,92974853516 413788 -1,62378 <_____> 1509,18 <Интегр-Навиг> 61,8997 0,12316 -1,08269 -3,74223 2,27345 0 55,76056509000 37,72557745053 166,80749511719 0,450167 10,7072 -0,935377
-978,38079833984 414165 -1,624 <_____> 1509,78 <Интегр-Навиг> 61,9485 -0,0357044 -1,08237 -3,65165 2,20711 0 55,76056157282 37,72558122167 166,82389831543 0,517156 10,4542 -0,677649
-978,83190917969 414551 -1,62378 <_____> 1510,19 <Интегр-Навиг> 61,9364 -0,0551035 -1,06987 -3,60122 2,17258 0 55,76055761868 37,72558497687 166,80856323242 0,156671 9,61297 0,843906
-979,28295898438 414938 -1,624 <_____> 1510,59 <Интегр-Навиг> 61,9313 -0,076498 -1,05414 -3,63417 2,20977 0 55,76055412817 37,72558873592 166,82591247559 -1,80043 8,35918 0,0673945
-979,73400878906 415326 -1,62378 <_____> 1510,59 <Интегр-Навиг> 61,877 -0,04316 -1,05669 -3,57998 2,18922 0 55,76055065288 37,72559248820 166,84286499023 0,262028 10,7918 -0,837481
-980,18511962891 415720 -1,62378 <_____> 1510,59 <Интегр-Навиг> 61,7987 0,0185666 -1,03632 -3,49159 2,13626 0 55,76054721033 37,72559415873 166,82434082031 0,671886 10,4004 -0,0646135
-980,63616943359 416120 -1,624 <_____> 1510,39 <Интегр-Навиг> 61,8096 -0,015835 -1,0095 -3,51611 2,13185 0 55,76054372096 37,72559793652 166,84117126465 -0,724772 8,504 0,604216
-981,08728027344 416513 -1,62378 <_____> 1509,98 <Интегр-Навиг> 61,8159 -0,0564861 -0,99719 -3,58362 2,18024 0 55,76054001100 37,72560026358 166,78829956055 -1,15059 9,64053 -0,69931
-981,53833007813 416902 -1,624 <_____> 1509,78 <Интегр-Навиг> 61,8418 -0,0137605 -0,984523 -3,57801 2,18468 0 55,76053649646 37,72560406116 166,80349731445 -0,273842 10,1416 -0,734063
-981,98937988281 417284 -1,62378 <_____> 1510,19 <Интегр-Навиг> 61,8503 -0,0224956 -0,990837 -3,69141 2,24845 0 55,76053303061 37,72560779791 166,81805419922 0,375533 10,4476 0,0181585
-982,44049072266 417656 -1,62378 <_____> 1510,39 <Интегр-Навиг> 61,8332 -0,066248 -0,997563 -3,77762 2,29861 0 55,76052934809 37,72561125590 166,74914550781 -1,20762 9,05556 0,251532
-982,89154052734 418035 -1,624 <_____> 1510,59 <Интегр-Навиг> 61,7871 -0,0497994 -1,00738 -3,61485 2,21158 0 55,76052590428 37,72561498010 166,76191711426 1,06804 10,6081 -0,541001
-983,34265136719 418418 -1,624 <_____> 1510,59 <Интегр-Навиг> 61,7617 -0,0279215 -1,02675 -3,62942 2,21634 0 55,76052240971 37,72561876570 166,67379760742 0,470022 10,3955 0,223097
-983,79370117188 418806 -3,24778 <_____> 1510,59 <Интегр-Навиг> 61,8003 0,0276606 -1,02016 -3,62377 2,19992 0 55,76051851338 37,72562158935 166,68499755859 -1,85835 8,18268 0,311096
-984,24475097656 419195 -1,62378 <_____> 1510,59 <Интегр-Навиг> 61,8245 0,0342862 -1,03092 -3,54888 2,19219 0 55,76051504212 37,72562535320 166,69581604004 0,897515 11,2025 -0,67044
-984,69586181641 419581 -1,62378 <_____> 1510,59 <Интегр-Навиг> 61,8336 0,0298062 -1,01527 -3,63513 2,21278 0 55,76051108958 37,72562771236 166,59825134277 -0,472041 9,23968 1,10409
-985,14691162109 419970 -1,624 <_____> 1510,59 <Интегр-Навиг> 61,7994 0,0621007 -1,0074 -3,56738 2,17339 0 55,76050756862 37,72563153777 166,60722351074 0,685672 9,46882 0,916272
-985,59802246094 420365 -1,62378 <_____> 1510,59 <Интегр-Навиг> 61,715 0,0215413 -0,996888 -3,50235 2,13898 0 55,76050410625 37,72563531456 166,61590576172 -1,86514 8,61945 -0,212318
-986,04907226563 420762 -1,624 Piket 1510,59 <Интегр-Навиг> 61,6529 0,0537221 -0,978344 -3,48703 2,1481 0 55,76050028631 37,72563824481 166,47953796387 -1,74119 8,75162 -0,595998
-986,50012207031 421165 -1,62378 <_____> 1510,59 <Интегр-Навиг> 61,6237 0,0641073 -0,968985 -3,42607 2,12922 0 55,76049684192 37,72564202302 166,48564147949 0,952861 10,5463 0,421942
-986,95123291016 421571 -1,62378 <_____> 1510,19 <Интегр-Навиг> 61,645 0,0188765 -0,980795 -3,40404 2,10355 0 55,76049308310 37,72564531423 166,33329772949 -1,20347 8,33524 0,258242
-987,40228271484 421975 -1,624 <_____> 1510,19 <Интегр-Навиг> 61,6465 -0,0293563 -0,98386 -3,49445 2,15908 0 55,76048958343 37,72564916290 166,33628845215 -1,22106 9,02877 -0,456454
-987,85339355469 422369 -1,62378 <_____> 1510,19 <Интегр-Навиг> 61,7003 -0,0131849 -1,03722 -3,61117 2,25981 0 55,76048610270 37,72565297574 166,33892822266 0,793195 10,9613 0,0749161
-988,30444335938 422755 -1,624 <_____> 1510,39 <Интегр-Навиг> 61,7438 -0,0316621 -1,06755 -3,61071 2,22642 0 55,76048190679 37,72565615220 166,17387390137 -1,19528 9,11095 -0,705359
-988,75549316406 423142 -1,62378 <_____> 1511,8 <Интегр-Навиг> 61,7228 0,0412338 -1,08702 -3,57816 2,18729 0 55,76047836802 37,72566002476 166,17327880859 -1,32182 8,20706 0,845631
-989,20660400391 423535 -1,62378 <_____> 1512,41 <Интегр-Навиг> 61,6768 0,00805023 -1,117 -3,52504 2,188 0 55,76047462485 37,72566292312 166,02203369141 -1,19247 9,51437 -0,761514
-989,65765380859 423931 -1,624 <_____> 1512,81 <Интегр-Навиг> 61,596 0,00827244 -1,1034 -3,49159 2,15875 0 55,76047118111 37,72566670974 166,01841735840 -0,0393796 8,74188 1,13073
-990,10876464844 424326 -1,62378 <_____> 1513,22 <Интегр-Навиг> 61,5436 0,0187579 -1,11072 -3,54793 2,20653 0 55,76046771722 37,72567052608 166,01512145996 -0,918054 9,49752 -0,584231
-990,55981445313 424718 -1,624 <_____> 1514,02 <Интегр-Навиг> 61,4995 -0,0372997 -1,11832 -3,60774 2,17385 0 55,76046420900 37,72567299986 165,86814880371 1,45082 10,595 -0,34615
-991,01092529297 425114 -1,62378 <_____> 1514,43 <Интегр-Навиг> 61,6069 -0,032523 -1,07584 -3,49793 2,15944 0 55,76046074814 37,72567681159 165,86196899414 -0,617242 8,81897 0,912891
-991,46197509766 425515 -1,624 <_____> 1514,43 <Интегр-Навиг> 61,6023 -0,0189672 -1,06358 -3,4892 2,17906 0 55,76045688628 37,72567977550 165,73062133789 -0,35819 10,4856 -0,698533
-991,91302490234 425913 -1,62378 <_____> 1514,43 <Интегр-Навиг> 61,595 0,00779123 -1,03503 -3,5189 2,20671 0 55,76045338854 37,72568363846 165,72239685059 1,09749 10,8674 -0,453609
-992,36413574219 426304 -1,62378 <_____> 1514,43 <Интегр-Навиг> 61,5624 -0,0115513 -1,0139 -3,60996 2,25148 0 55,76044988861 37,72568750591 165,71411132813 1,04827 10,4105 0,0659486
-992,81518554688 426684 -1,624 <_____> 1514,43 <Интегр-Навиг> 61,5257 -0,0516365 -0,992084 -3,73364 2,29791 0 55,76044674348 37,72568983387 165,58700561523 -1,08975 8,45455 0,685973
-993,26629638672 427061 -1,62378 <_____> 1514,63 <Интегр-Навиг> 61,4651 -0,0322195 -0,983929 -3,64244 2,28726 0 55,76044329462 37,72569364204 165,57696533203 0,737259 10,7581 -1,03112
-993,71734619141 427449 -1,624 <_____> 1514,43 <Интегр-Навиг> 61,4265 -0,0438752 -0,972529 -3,53123 2,2272 0 55,76043951321 37,72569739065 165,44268798828 -0,0500702 10,3817 -1,00995
-994,16839599609 427842 -1,62378 <_____> 1514,23 <Интегр-Навиг> 61,4064 -0,0177525 -0,990325 -3,55894 2,24677 0 55,76043603996 37,72570126684 165,42944335938 1,37937 10,6768 0,19464
-994,61950683594 428235 -1,62378 <_____> 1513,82 <Интегр-Навиг> 61,3958 0,00201635 -0,986208 -3,53158 2,21582 0 55,76043256548 37,72570515504 165,41613769531 -0,999226 8,92662 1,09011
-995,07055664063 428626 -1,624 <_____> 1513,82 <Интегр-Навиг> 61,3985 0,0154648 -1,0055 -3,61433 2,27598 0 55,76042830022 37,72570899179 165,26089477539 1,07263 10,9741 0,0398951
-995,52166748047 429005 -1,62378 <_____> 1514,23 <Интегр-Навиг> 61,3754 0,0301149 -0,987872 -3,75985 2,36143 0 55,76042481312 37,72571288304 165,24511718750 -0,595151 9,40044 1,07835
-995,97271728516 429372 -1,624 Piket 1514,43 <Интегр-Навиг> 61,3587 0,0967721 -0,958299 -3,83138 2,40446 0 55,76042134007 37,72571675006 165,22979736328 -0,0598361 9,97367 -0,695232
-996,42376708984 429742 -1,62378 <_____> 1514,43 <Интегр-Навиг> 61,4387 0,0191922 -0,917097 -3,708 2,329 0 55,76041774393 37,72571946684 165,07713317871 -1,09673 9,69275 -0,803824
-996,87487792969 430119 -1,62378 <_____> 1514,63 <Интегр-Навиг> 61,4424 -0,0244405 -0,899998 -3,70328 2,33703 0 55,76041430939 37,72572331078 165,05911254883 0,446905 9,40067 0,622435
-997,32592773438 430495 -1,624 <_____> 1514,63 <Интегр-Навиг> 61,478 -0,0897078 -0,893437 -3,72341 2,35397 0 55,76041059964 37,72572425915 164,91482543945 0,715939 9,41319 1,1477
-997,77703857422 430871 -1,62378 <_____> 1514,63 <Интегр-Навиг> 61,4641 -0,106586 -0,900484 -3,67317 2,32408 0 55,76040715009 37,72572812142 164,89491271973 -0,936779 10,4594 -0,43257
-998,22808837891 431255 -1,624 <_____> 1514,63 <Интегр-Навиг> 61,3858 -0,0273775 -0,94227 -3,5619 2,27664 0 55,76040365570 37,72573205284 164,87413024902 -1,37939 11,2941 -1,43219
-998,67913818359 431642 -1,62378 <_____> 1514,23 <Интегр-Навиг> 61,3371 -0,0630547 -0,932582 -3,58877 2,27782 0 55,76039944620 37,72573482014 164,72482299805 -0,761266 10,2308 -1,08747
-999,13024902344 432035 -1,62378 <_____> 1513,82 <Интегр-Навиг> 61,29 -0,00547766 -0,940625 -3,52619 2,25576 0 55,76039602223 37,72573869292 164,70141601563 -0,38747 10,1557 -0,641871
-999,58129882813 432433 -1,624 <_____> 1513,62 <Интегр-Навиг> 61,2274 0,0623296 -0,944215 -3,49344 2,23437 0 55,76039253370 37,72574265255 164,59016418457 -0,624267 10,3759 -0,253103
-1000,03240966797 432824 -1,624 <_____> 1513,42 <Интегр-Навиг> 61,1378 0,0342956 -0,951224 -3,60413 2,29471 0 55,76038856003 37,72574645075 164,56434631348 0,361609 10,0036 0,183382
-1000,48345947266 433212 -3,24778 <_____> 1513,01 <Интегр-Навиг> 61,1229 0,047665 -0,95638 -3,58474 2,2989 0 55,76038509775 37,72575038602 164,53868103027 -1,31265 9,15858 -0,709715
-1000,93450927734 433597 -1,62378 <_____> 1512,81 <Интегр-Навиг> 61,1297 0,0646769 -0,960065 -3,61236 2,32191 0 55,76038074053 37,72575399775 164,45899963379 0,389483 10,3134 -0,449932
-1001,38562011719 433977 -1,62378 <_____> 1512,81 <Интегр-Навиг> 61,1264 0,0503184 -0,973415 -3,69547 2,35883 0 55,76037727533 37,72575793117 164,43269348145 -0,279623 9,79628 0,864757
-1001,83666992188 434357 -1,624 <_____> 1512,81 <Интегр-Навиг> 61,1202 0,0769431 -0,988631 -3,68494 2,34587 0 55,76037378328 37,72576189706 164,35978698730 -1,23523 8,62877 1,24258
-1002,28778076172 434737 -1,62378 <_____> 1513,01 <Интегр-Навиг> 61,081 0,105534 -0,974007 -3,65408 2,36085 0 55,76037021115 37,72576486493 164,33273315430 -0,311011 9,78648 -0,806239
-1002,73883056641 435115 -1,624 <_____> 1513,01 <Интегр-Навиг> 60,9086 0,16655 -0,82865 -3,77355 2,57228 0 55,76036671944 37,72576885462 164,30450439453 1,80956 9,95699 0,355751
-1003,18994140625 435490 -1,62378 <_____> 1513,22 <Интегр-Навиг> 60,988 0,16966 -0,91181 -3,71392 2,38123 0 55,76036284693 37,72577227125 164,22364807129 0,140225 8,90261 0,702454
-1003,64099121094 435864 -1,624 <_____> 1513,22 <Интегр-Навиг> 61,0567 -0,0426938 -0,908331 -3,73893 2,41082 0 55,76035936881 37,72577624982 164,19682312012 -1,16978 9,93505 -0,605458
-1004,09204101563 436237 -1,62378 <_____> 1513,22 <Интегр-Навиг> 61,0197 -0,266176 -0,900566 -3,72339 2,39842 0 55,76035590539 37,72578021171 164,16973876953 -1,24095 10,0552 -0,763118
-1004,54315185547 436610 -1,62378 <_____> 1513,01 <Интегр-Навиг> 60,968 -0,203506 -0,944248 -3,71893 2,40843 0 55,76035226858 37,72578244381 164,09008789063 -0,364089 10,075 -0,532873
-1004,99420166016 436989 -1,624 <_____> 1512,81 <Интегр-Навиг> 60,8876 -0,189444 -1,00397 -3,58924 2,3194 0 55,76034880615 37,72578642080 164,06259155273 -0,0243674 9,40389 1,09253
-1005,44531250000 437381 -1,62378 <_____> 1512,81 <Интегр-Навиг> 60,8529 -0,135761 -1,05811 -3,59235 2,33434 0 55,76034531195 37,72579046202 163,98310852051 -0,710503 9,02322 0,82456
-1005,89636230469 437767 -1,624 <_____> 1512,81 <Интегр-Навиг> 60,8256 -0,00993172 -1,10333 -3,58939 2,34132 0 55,76034225151 37,72579275739 163,95391845703 0,235205 9,67165 0,767596
-1006,34741210938 438153 -1,62378 Piket 1512,61 <Интегр-Навиг> 60,8169 0,0181809 -1,14665 -3,63532 2,36742 0 55,76033876619 37,72579679258 163,92370605469 -1,11134 8,5951 0,420025
-1006,79852294922 438536 -1,62378 <_____> 1512,41 <Интегр-Навиг> 60,7909 0,0722401 -1,15554 -3,67625 2,38533 0 55,76033555585 37,72579932189 163,86706542969 -1,35271 9,04891 0,357204
-1007,24957275391 438912 -1,624 <_____> 1511,2 <Интегр-Навиг> 60,7337 0,115471 -1,15154 -3,66853 2,40615 0 55,76033212054 37,72580329554 163,83711242676 0,748717 10,7732 -0,539636
-1007,70068359375 439290 -1,62378 <_____> 1510,59 <Интегр-Навиг> 60,6575 0,181412 -1,14472 -3,67731 2,38892 0 55,76032864535 37,72580733330 163,80612182617 0,24677 9,7591 0,641415
-1008,15173339844 439668 -1,624 <_____> 1510,59 <Интегр-Навиг> 60,6148 0,145712 -1,13453 -3,69334 2,41904 0 55,76032509331 37,72581133366 163,75334167480 -0,805174 9,12053 0,882586
-1008,60278320313 440042 -1,62378 <_____> 1510,59 <Интегр-Навиг> 60,6059 0,102981 -1,11735 -3,70605 2,4464 0 55,76032163273 37,72581536057 163,72277832031 -0,0793007 9,51635 0,742037
-1009,05389404297 440416 -1,62378 <_____> 1510,59 <Интегр-Навиг> 60,6193 0,085225 -1,1195 -3,67355 2,39981 0 55,76031794649 37,72581755766 163,69293212891 0,17641 10,2055 0,119636
-1009,50494384766 440801 -3,24778 <_____> 1510,59 <Интегр-Навиг> 60,638 0,0622388 -1,14679 -3,57533 2,37141 0 55,76031452204 37,72582155769 163,66210937500 -0,10005 10,2428 -0,558038
-1009,95605468750 441186 -1,62378 <_____> 1510,59 <Интегр-Навиг> 60,6504 0,0102349 -1,12078 -3,57797 2,37763 0 55,76031105768 37,72582561438 163,63146972656 0,82752 10,8805 -0,387245
-1010,40710449219 441574 -1,624 <_____> 1510,79 <Интегр-Навиг> 60,612 -0,0541862 -1,13023 -3,55341 2,34354 0 55,76030749974 37,72582782341 163,64604187012 -0,907799 8,92284 0,775732
-1010,85815429688 441971 -1,62378 <_____> 1511,4 <Интегр-Навиг> 60,5209 -0,00205298 -1,14465 -3,46354 2,29868 0 55,76030402218 37,72583192351 163,61564636230 -0,318366 8,94612 0,981799
-1011,30926513672 442364 -1,62378 <_____> 1510,59 <Интегр-Навиг> 60,4709 -0,0169786 -1,16942 -3,55042 2,3675 0 55,76030057122 37,72583600187 163,58546447754 -1,20332 9,34794 -0,977585
