Путь Время,mc Скорость Отметка Шаблон Статус Курс Крен Тангаж Vn Ve Vh Широта Долгота Высота Ax Ay Az 
710,73724365234 20605 0 <_____> 1480,6 <Интегр-Навиг> 135,639 0,304887 0,448422 0,442225 -0,262051 0 55,75855684766 37,72854031411 168,96098327637 0,0458192 9,78989 -0,0518332
211,52465820313 449645 -1,67745 <_____> 1477,8 <Интегр-Навиг> 151,818 1,3146 -0,310382 3,91482 -2,13359 0 55,76215435983 37,72403009644 162,29005432129 0,944004 9,72773 -0,745617
211,31286621094 449825 -1,67745 <_____> 1478 <Интегр-Навиг> 151,819 1,3173 -0,340868 3,93483 -2,15435 0 55,76215612195 37,72402839022 162,27497863770 -0,133669 9,51571 -0,494651
211,10105895996 450006 -1,6775 <_____> 1478 <Интегр-Навиг> 151,834 1,31688 -0,346939 3,91196 -2,13605 0 55,76215787738 37,72402669218 162,25984191895 -0,0280943 10,0829 -0,351158
210,88926696777 450188 -1,6775 <_____> 1478,2 <Интегр-Навиг> 151,836 1,31347 -0,34739 3,86802 -2,10546 0 55,76215968845 37,72402494058 162,24429321289 -0,690658 9,35325 -0,377391
210,67745971680 450371 -1,67745 <_____> 1478,2 <Интегр-Навиг> 151,822 1,32054 -0,344392 3,91303 -2,12396 0 55,76216143794 37,72402324756 162,22933959961 0,0464492 9,77514 -0,112705
210,46566772461 450551 -1,67745 <_____> 1478,2 <Интегр-Навиг> 151,829 1,30531 -0,349321 3,89308 -2,12288 0 55,76216256877 37,72402241304 162,27799987793 0,544522 10,3861 -0,404591
210,25386047363 450735 -1,67745 <_____> 1478,2 <Интегр-Навиг> 151,814 1,29872 -0,321316 3,89093 -2,12447 0 55,76216438035 37,72402066049 162,26300048828 -0,161567 9,85332 0,104223
210,04206848145 450916 -1,67745 <_____> 1478,2 <Интегр-Навиг> 151,841 1,28333 -0,299687 3,88195 -2,10968 0 55,76216612813 37,72401897286 162,24865722656 0,0116781 9,46945 0,154114
209,83026123047 451099 -1,67745 <_____> 1478,4 <Интегр-Навиг> 151,86 1,26969 -0,269857 3,8669 -2,10315 0 55,76216787323 37,72401728561 162,23410034180 0,227632 9,94029 -0,428511
209,61845397949 451282 -1,67745 <_____> 1478,4 <Интегр-Навиг> 151,849 1,25533 -0,234612 3,90365 -2,13863 0 55,76216968538 37,72401553418 162,21888732910 -0,198534 10,6427 0,105703
209,40666198730 451463 -1,67745 <_____> 1478,4 <Интегр-Навиг> 151,871 1,26527 -0,240982 3,9199 -2,11683 0 55,76217144706 37,72401383390 162,27027893066 -0,437492 8,99908 -0,458036
209,19485473633 451645 -1,67745 <_____> 1478,4 <Интегр-Навиг> 151,896 1,2664 -0,239891 3,91456 -2,11611 0 55,76217268365 37,72401303196 162,25636291504 -0,0754532 9,79976 -0,387682
208,98306274414 451825 -1,67745 <_____> 1478,4 <Интегр-Навиг> 151,931 1,25643 -0,237684 3,88022 -2,11067 0 55,76217444332 37,72401134053 162,24221801758 0,72056 10,6404 -0,168561
208,77125549316 452006 -1,67745 <_____> 1478,6 <Интегр-Навиг> 151,976 1,26796 -0,254437 3,90636 -2,1077 0 55,76217619481 37,72400965837 162,22808837891 -0,917257 9,31003 0,0334743
208,55946350098 452187 -1,67745 <_____> 1479,2 <Интегр-Навиг> 152,014 1,24342 -0,310485 3,92965 -2,12193 0 55,76217795041 37,72400797708 162,21331787109 -0,0517378 10,5963 -0,181167
208,34765625000 452368 -1,6775 <_____> 1479,6 <Интегр-Навиг> 152,045 1,26335 -0,277643 3,91778 -2,13435 0 55,76217978017 37,72400622067 162,19931030273 -0,0402357 9,79192 -0,720834
208,13586425781 452550 -1,6775 <_____> 1479,8 <Интегр-Навиг> 152,044 1,2549 -0,269348 3,90993 -2,10143 0 55,76218107585 37,72400541554 162,24316406250 -0,423417 10,0833 -0,456026
207,92405700684 452733 -1,6775 <_____> 1479,8 <Интегр-Навиг> 152,033 1,26312 -0,285854 3,88485 -2,1001 0 55,76218283422 37,72400372988 162,22979736328 0,03158 9,4691 0,418128
207,71226501465 452916 -1,67745 <_____> 1479,8 <Интегр-Навиг> 152,03 1,26319 -0,300949 3,88886 -2,10692 0 55,76218464417 37,72400199565 162,21578979492 -0,472847 9,566 -0,131893
207,50045776367 453098 -1,67745 <_____> 1479,8 <Интегр-Навиг> 152,017 1,26575 -0,313422 3,94154 -2,12007 0 55,76218639951 37,72400031414 162,20239257813 -0,20626 9,59358 -0,38489
207,28866577148 453278 -1,67745 <_____> 1480 <Интегр-Навиг> 152,011 1,26518 -0,351049 3,96858 -2,14001 0 55,76218817279 37,72399861377 162,18907165527 0,235502 10,161 -0,868193
207,07685852051 453458 -1,67745 <_____> 1480 <Интегр-Навиг> 151,989 1,26073 -0,367135 3,94706 -2,14275 0 55,76218995193 37,72399690804 162,22315979004 0,456185 10,2264 -0,330476
206,86506652832 453640 -1,67745 <_____> 1480 <Интегр-Навиг> 151,992 1,27472 -0,400742 3,95248 -2,13755 0 55,76219119352 37,72399591831 162,21049499512 -0,119745 10,0275 -0,0848828
206,65325927734 453821 -1,67745 <_____> 1480,2 <Интегр-Навиг> 151,997 1,27501 -0,404763 3,92831 -2,12204 0 55,76219295965 37,72399422191 162,19778442383 -0,1089 10,78 0,338902
206,44146728516 454002 -1,67745 <_____> 1480,2 <Интегр-Навиг> 152,008 1,28366 -0,429692 3,91259 -2,1214 0 55,76219478597 37,72399246999 162,18464660645 -0,548175 9,57114 0,108084
206,22966003418 454182 -1,67745 <_____> 1480,4 <Интегр-Навиг> 152,01 1,30697 -0,412703 3,99536 -2,13778 0 55,76219656590 37,72399076392 162,17211914063 -0,0995148 9,80085 -0,750732
206,01786804199 454360 -1,67745 <_____> 1481,2 <Интегр-Навиг> 152,024 1,28752 -0,421605 3,96969 -2,15283 0 55,76219829303 37,72398910860 162,15979003906 0,393416 11,8079 -0,534317
205,80606079102 454540 -1,67745 <_____> 1481,8 <Интегр-Навиг> 152,02 1,28374 -0,408641 3,96383 -2,17739 0 55,76219958007 37,72398816883 162,19635009766 0,48914 10,1074 -1,03831
205,59426879883 454720 -1,67745 <_____> 1482 <Интегр-Навиг> 152,027 1,31817 -0,371018 3,94641 -2,12284 0 55,76220136139 37,72398646247 162,18421936035 0,177681 9,96368 -0,476658
205,38246154785 454900 -1,75375 <_____> 1482 <Интегр-Навиг> 152,052 1,30239 -0,39209 3,9547 -2,13334 0 55,76220314197 37,72398475773 162,17185974121 -1,30796 10,3404 -1,04211
205,17065429688 455078 -1,75375 <_____> 1482,2 <Интегр-Навиг> 152,065 1,30099 -0,328453 3,98469 -2,14492 0 55,76220493294 37,72398304749 162,15962219238 0,82577 9,67573 0,360773
204,95886230469 455257 -1,67745 <_____> 1482,6 <Интегр-Навиг> 152,098 1,3136 -0,301755 4,00698 -2,14237 0 55,76220672635 37,72398133431 162,14730834961 -0,712066 8,8792 -0,699379
204,74705505371 455435 -1,67745 <_____> 1483,2 <Интегр-Навиг> 152,107 1,31322 -0,322376 4,02597 -2,16086 0 55,76220851908 37,72397962284 162,18609619141 -0,944768 9,98802 -0,808551
204,53526306152 455614 -1,67745 <_____> 1484,4 <Интегр-Навиг> 152,13 1,30674 -0,277385 3,96053 -2,13041 0 55,76220989340 37,72397854039 162,17416381836 0,0247587 9,59857 -0,12442
204,32345581055 455793 -1,67745 <_____> 1485,4 <Интегр-Навиг> 152,153 1,31757 -0,281259 3,9587 -2,12064 0 55,76221160988 37,72397690355 162,16264343262 0,047527 9,57238 -0,153353
204,11166381836 455974 -1,75369 <_____> 1486 <Интегр-Навиг> 152,171 1,30634 -0,323361 3,97551 -2,13917 0 55,76221338715 37,72397520858 162,15048217773 -0,186334 10,3646 0,0616137
203,89985656738 456154 -1,75369 <_____> 1486,6 <Интегр-Навиг> 152,199 1,31518 -0,278863 3,92862 -2,10505 0 55,76221516720 37,72397351541 162,13854980469 0,354335 10,0629 0,154537
203,68806457520 456338 -1,75369 <_____> 1486,8 <Интегр-Навиг> 152,192 1,30708 -0,291575 3,93953 -2,10452 0 55,76221699388 37,72397177786 162,12593078613 -0,210421 9,68954 -0,195915
203,47625732422 456519 -1,67745 <_____> 1487,4 <Интегр-Навиг> 152,2 1,29257 -0,334595 3,88861 -2,10113 0 55,76221829234 37,72397088306 162,16746520996 -0,369977 10,3198 -0,0929388
203,26446533203 456706 -1,67745 <_____> 1487,8 <Интегр-Навиг> 152,198 1,30335 -0,299075 3,85547 -2,06173 0 55,76222009682 37,72396916435 162,15557861328 -0,399968 9,81457 -0,0235345
203,05265808105 456892 -1,6012 <_____> 1488,4 <Интегр-Навиг> 152,19 1,27941 -0,305368 3,84295 -2,06072 0 55,76222188719 37,72396745870 162,14376831055 -0,262626 9,96414 -0,191387
202,84086608887 457079 -1,6012 <_____> 1489,6 <Интегр-Навиг> 152,168 1,27523 -0,332791 3,81441 -2,06465 0 55,76222367031 37,72396576296 162,13182067871 0,189101 10,0002 -0,324289
202,62905883789 457269 -1,67745 <_____> 1490,8 <Интегр-Навиг> 152,165 1,2884 -0,314623 3,81213 -2,03304 0 55,76222551070 37,72396401025 162,11956787109 -0,199111 9,58132 -0,0989405
202,41726684570 457460 -1,67745 Piket 1492,4 <Интегр-Навиг> 152,153 1,26231 -0,349677 3,69679 -1,99536 0 55,76222726135 37,72396234105 162,15226745605 -0,318119 10,403 0,0907492
202,20545959473 457655 -1,52501 <_____> 1493,4 <Интегр-Навиг> 152,151 1,27072 -0,352467 3,67528 -1,98417 0 55,76222865567 37,72396142025 162,14018249512 0,229161 9,40412 -0,382517
201,99366760254 457854 -1,52501 <_____> 1494,6 <Интегр-Навиг> 152,147 1,27414 -0,345818 3,61341 -1,92885 0 55,76223040360 37,72395975371 162,12841796875 -0,06856 9,28385 -0,580479
201,78186035156 458053 -1,6012 <_____> 1495,8 <Интегр-Навиг> 152,16 1,2545 -0,383507 3,62699 -1,95094 0 55,76223221765 37,72395802689 162,11618041992 -0,0613579 10,5766 -0,097208
201,57006835938 458251 -1,6012 <_____> 1497 <Интегр-Навиг> 152,173 1,275 -0,380159 3,64199 -1,95942 0 55,76223402880 37,72395630357 162,10418701172 0,159811 9,20325 -0,491604
201,35826110840 458449 -1,52496 <_____> 1498 <Интегр-Навиг> 152,194 1,27904 -0,3838 3,64863 -1,94716 0 55,76223584533 37,72395457586 162,13725280762 -0,363555 9,21638 -0,259037
201,14645385742 458647 -1,52496 <_____> 1499 <Интегр-Навиг> 152,192 1,27503 -0,402289 3,65492 -1,95563 0 55,76223733809 37,72395337404 162,12603759766 0,433543 10,9322 0,116717
200,93466186523 458843 -1,52496 <_____> 1500 <Интегр-Навиг> 152,176 1,2762 -0,405062 3,74617 -2,01432 0 55,76223917728 37,72395162420 162,11468505859 -0,0729214 9,12668 -0,47564
200,72285461426 459035 -1,52496 <_____> 1500,4 <Интегр-Навиг> 152,165 1,28437 -0,385827 3,79477 -2,02435 0 55,76224099001 37,72394989990 162,10350036621 -0,161748 8,6216 -0,41521
200,51106262207 459225 -1,6012 <_____> 1501,8 <Интегр-Навиг> 152,167 1,27827 -0,396231 3,80487 -2,03164 0 55,76224275971 37,72394821838 162,09262084961 0,192935 10,0841 0,029345
200,29925537109 459412 -1,6012 <_____> 1503,4 <Интегр-Навиг> 152,184 1,26819 -0,441523 3,85862 -2,08278 0 55,76224454150 37,72394652648 162,12876892090 -0,236937 10,7903 -0,0309567
200,08746337891 459600 -1,6012 <_____> 1504,8 <Интегр-Навиг> 152,194 1,28808 -0,399534 3,86725 -2,073 0 55,76224633978 37,72394517962 162,11878967285 -0,00983127 9,66663 -0,333154
199,87565612793 459786 -1,6012 <_____> 1505,8 <Интегр-Навиг> 152,195 1,28741 -0,395396 3,88171 -2,06053 0 55,76224814023 37,72394347206 162,10861206055 -0,338285 9,68319 -0,268176
199,66386413574 459970 -1,67745 <_____> 1506,8 <Интегр-Навиг> 152,186 1,2686 -0,443684 3,9059 -2,10571 0 55,76224995442 37,72394175245 162,09840393066 -0,0450662 10,202 -0,297104
199,45205688477 460155 -1,67745 <_____> 1508 <Интегр-Навиг> 152,175 1,2809 -0,413867 3,90264 -2,08269 0 55,76225177179 37,72394002745 162,08821105957 -0,290097 9,00046 -0,700619
199,24026489258 460340 -1,6012 <_____> 1508,6 <Интегр-Навиг> 152,162 1,2819 -0,41042 3,90614 -2,08437 0 55,76225351778 37,72393836930 162,07823181152 0,141998 10,0526 -0,218375
199,02845764160 460528 -1,6012 <_____> 1509,2 <Интегр-Навиг> 152,153 1,27223 -0,432673 3,84865 -2,07248 0 55,76225463554 37,72393754923 162,12712097168 0,087589 10,3326 -0,588836
198,81666564941 460717 -1,6012 <_____> 1510 <Интегр-Навиг> 152,12 1,27383 -0,399459 3,8146 -2,04456 0 55,76225641803 37,72393585357 162,11758422852 -0,388567 9,14156 -0,729174
198,60485839844 460907 -1,67745 <_____> 1511 <Интегр-Навиг> 152,073 1,27194 -0,377138 3,78908 -2,0268 0 55,76225819076 37,72393416555 162,10786437988 0,524655 10,0161 -0,105632
198,39306640625 461099 -1,67745 <_____> 1511,8 <Интегр-Навиг> 152,044 1,25894 -0,385972 3,75148 -2,03425 0 55,76226001106 37,72393243051 162,09773254395 0,0324473 10,3954 -0,180532
198,18125915527 461295 -1,6012 <_____> 1512,2 <Интегр-Навиг> 152,015 1,27294 -0,33365 3,68593 -1,98446 0 55,76226180919 37,72393071399 162,08761596680 -0,243227 9,1376 -0,20075
197,96946716309 461493 -1,6012 <_____> 1513 <Интегр-Навиг> 151,988 1,25936 -0,337908 3,64203 -1,97024 0 55,76226363896 37,72392896716 162,14820861816 -0,354922 10,3049 -0,249186
197,75765991211 461696 -1,52496 <_____> 1513,6 <Интегр-Навиг> 151,939 1,27188 -0,279535 3,57627 -1,92718 0 55,76226462056 37,72392832288 162,13824462891 0,185726 9,16038 -0,239491
197,54586791992 461902 -1,52496 <_____> 1513,6 <Интегр-Навиг> 151,885 1,23974 -0,280485 3,52091 -1,89573 0 55,76226644665 37,72392657497 162,12791442871 0,714708 9,77476 -0,331532
197,33406066895 462110 -1,44871 <_____> 1513,6 <Интегр-Навиг> 151,826 1,24482 -0,266386 3,47416 -1,88768 0 55,76226825473 37,72392484041 162,11756896973 -0,434348 9,04459 -0,221765
197,12226867676 462323 -1,44871 <_____> 1513,2 <Интегр-Навиг> 151,778 1,2412 -0,22306 3,44675 -1,86387 0 55,76227009397 37,72392307356 162,10676574707 0,138795 10,0565 -0,0924999
196,91046142578 462531 -1,44871 <_____> 1512,8 <Интегр-Навиг> 151,744 1,22286 -0,239603 3,56751 -1,90897 0 55,76227139621 37,72392209069 162,18971252441 0,197271 10,0958 -0,745674
196,69865417480 462732 -1,44871 <_____> 1512,4 <Интегр-Навиг> 151,721 1,201 -0,248956 3,67176 -1,99445 0 55,76227320032 37,72392035654 162,18064880371 -0,447054 9,40128 -0,196192
196,48686218262 462927 -1,52501 <_____> 1512 <Интегр-Навиг> 151,684 1,19886 -0,211188 3,76385 -2,05024 0 55,76227499162 37,72391863321 162,17178344727 0,452118 10,1927 -0,215801
196,27505493164 463118 -1,52501 <_____> 1511,6 <Интегр-Навиг> 151,668 1,15951 -0,212554 3,79426 -2,04482 0 55,76227681862 37,72391687646 162,16278076172 0,300991 9,69417 -0,16131
196,06326293945 463309 -1,6012 <_____> 1510 <Интегр-Навиг> 151,645 1,12368 -0,209658 3,75917 -2,05205 0 55,76227863616 37,72391512781 162,15364074707 -0,264019 10,0607 0,0581229
195,85145568848 463500 -1,6012 <_____> 1508 <Интегр-Навиг> 151,634 1,10783 -0,164913 3,82639 -2,08515 0 55,76228040363 37,72391342605 162,23689270020 0,0760229 9,59757 -0,335836
195,63966369629 463690 -1,6012 <_____> 1505,8 <Интегр-Навиг> 151,624 1,07431 -0,128075 3,86063 -2,08453 0 55,76228208304 37,72391204846 162,22879028320 -0,0574752 9,63862 -0,230507
195,42785644531 463875 -1,6012 <_____> 1503,6 <Интегр-Навиг> 151,609 1,04522 -0,118657 3,92351 -2,14529 0 55,76228389610 37,72391030377 162,22076416016 -0,238983 10,6831 -0,0613665
195,21606445313 464058 -1,6012 <_____> 1501,4 <Интегр-Навиг> 151,618 1,01558 -0,0669277 3,92656 -2,13246 0 55,76228566057 37,72390860536 162,21313476563 0,495525 9,96162 -0,339396
195,00425720215 464243 -1,6012 <_____> 1500 <Интегр-Навиг> 151,614 0,983647 -0,0352578 3,91244 -2,11684 0 55,76228748611 37,72390684888 162,20481872559 0,0467517 9,39916 0,108023
194,79246520996 464426 -1,67745 <_____> 1499,2 <Интегр-Навиг> 151,623 0,965 -0,0285568 3,94392 -2,13832 0 55,76228924586 37,72390515596 162,30438232422 -0,274081 10,2917 -0,0208672
194,58065795898 464611 -1,67745 <_____> 1497,8 <Интегр-Навиг> 151,654 0,963099 0,00207435 3,89176 -2,10654 0 55,76229028611 37,72390428599 162,29725646973 0,779399 9,99962 -0,670644
194,36886596680 464794 -1,6012 <_____> 1496,4 <Интегр-Навиг> 151,701 0,941007 0,0211419 3,92635 -2,13004 0 55,76229204459 37,72390260069 162,29019165039 0,212977 9,91103 -0,0674163
194,15705871582 464976 -1,6012 <_____> 1495,6 <Интегр-Навиг> 151,714 0,947523 0,0106941 3,96668 -2,13247 0 55,76229388120 37,72390083979 162,28265380859 -0,66712 10,3751 -0,00949879
193,94526672363 465157 -1,67745 <_____> 1494,6 <Интегр-Навиг> 151,738 0,958098 0,0129207 3,96155 -2,14823 0 55,76229566331 37,72389913248 162,27548217773 0,527528 10,6708 -0,284626
193,73345947266 465342 -1,67745 <_____> 1493 <Интегр-Навиг> 151,74 0,93116 0,0296602 3,92527 -2,12333 0 55,76229749787 37,72389737719 162,26788330078 -0,155138 9,25473 -0,119951
193,52166748047 465525 -1,67745 <_____> 1491,8 <Интегр-Навиг> 151,755 0,914755 -0,00885959 3,91057 -2,10525 0 55,76229834685 37,72389688944 162,36462402344 0,0928938 10,3289 -0,286905
193,30986022949 465709 -1,67745 <_____> 1489,8 <Интегр-Навиг> 151,774 0,927873 -0,0223657 3,92217 -2,11247 0 55,76230017317 37,72389514140 162,35844421387 1,18452 9,7472 -0,564837
193,09806823730 465892 -1,67745 <_____> 1488,4 <Интегр-Навиг> 151,79 0,898065 -0,0421138 3,97121 -2,13918 0 55,76230195027 37,72389344510 162,35234069824 0,764398 10,2986 -0,550562
192,88626098633 466073 -1,6775 <_____> 1487,8 <Интегр-Навиг> 151,784 0,873409 -0,0621876 3,95932 -2,12873 0 55,76230373773 37,72389174219 162,34616088867 0,923863 10,0037 0,574726
192,67446899414 466258 -1,6775 <_____> 1487,2 <Интегр-Навиг> 151,787 0,861118 -0,076932 3,94769 -2,10064 0 55,76230556852 37,72388999534 162,33981323242 0,577564 9,79741 -0,840358
192,46266174316 466442 -1,67745 Piket 1486,8 <Интегр-Навиг> 151,799 0,811296 -0,077471 3,9113 -2,1008 0 55,76230739561 37,72388825725 162,41891479492 -0,936383 9,75829 -0,0192984
192,25085449219 466625 -1,67745 <_____> 1486,2 <Интегр-Навиг> 151,819 0,784435 -0,0834356 3,92714 -2,1107 0 55,76230822962 37,72388773988 162,41384887695 -0,211713 10,2467 -0,318466
192,03906250000 466811 -1,67745 <_____> 1485,4 <Интегр-Навиг> 151,835 0,761313 -0,0601066 3,89633 -2,08355 0 55,76231005018 37,72388600845 162,40870666504 -0,445877 9,48006 0,0802155
191,82725524902 466995 -1,67745 <_____> 1484,6 <Интегр-Навиг> 151,851 0,72783 -0,0520898 3,9284 -2,10799 0 55,76231187771 37,72388427247 162,40338134766 0,1133 10,5014 -0,0680543
191,61546325684 467180 -1,6012 <_____> 1483,8 <Интегр-Навиг> 151,87 0,706321 -0,0700205 3,91436 -2,08782 0 55,76231363938 37,72388259915 162,39811706543 -0,55237 10,1933 -0,116464
191,40365600586 467365 -1,6012 <_____> 1483,2 <Интегр-Навиг> 151,806 0,687986 -0,0697593 3,98006 -2,13358 0 55,76231547355 37,72388085060 162,39306640625 1,30129 8,27531 -0,867513
191,19186401367 467550 -1,67745 <_____> 1483 <Интегр-Навиг> 151,774 0,697912 -0,157909 3,90195 -2,10048 0 55,76231646033 37,72388020480 162,45469665527 -0,438663 11,1364 0,180175
190,98005676270 467736 -1,67745 <_____> 1483 <Интегр-Навиг> 151,786 0,705947 -0,270605 3,92081 -2,10241 0 55,76231827851 37,72387847118 162,45037841797 -0,798817 9,91611 0,207831
190,76826477051 467921 -1,67745 <_____> 1482,8 <Интегр-Навиг> 151,798 0,697699 -0,373206 3,89933 -2,07778 0 55,76232009853 37,72387674025 162,44618225098 -0,493356 9,90931 -0,262452
190,55645751953 468107 -1,6012 <_____> 1482,8 <Интегр-Навиг> 151,818 0,646978 -0,406129 3,84345 -2,04859 0 55,76232190473 37,72387502906 162,44239807129 -0,136655 8,82829 0,127941
190,34466552734 468296 -1,6012 <_____> 1482,8 <Интегр-Навиг> 151,851 0,564307 -0,494085 3,82691 -2,02988 0 55,76232368560 37,72387334450 162,43804931641 -0,175714 9,69308 0,00754208
190,13285827637 468489 -1,67745 <_____> 1482,8 <Интегр-Навиг> 151,886 0,530272 -0,471595 3,78167 -2,01775 0 55,76232472686 37,72387236435 162,49383544922 -0,0855329 10,2761 0,0639751
189,92106628418 468682 -1,67745 <_____> 1482,6 <Интегр-Навиг> 151,945 0,50299 -0,41896 3,76882 -2,01897 0 55,76232654536 37,72387064878 162,49163818359 -0,113805 8,05278 1,16557
189,70925903320 468872 -1,52496 <_____> 1482,4 <Интегр-Навиг> 151,972 0,496651 -0,491663 3,84626 -2,04251 0 55,76232831449 37,72386897594 162,48916625977 -0,452422 10,182 0,104635
189,49746704102 469062 -1,52496 <_____> 1482,4 <Интегр-Навиг> 151,982 0,464629 -0,549672 3,87351 -2,06948 0 55,76233016807 37,72386722254 162,48674011230 -0,334435 9,71623 -0,230541
189,28565979004 469250 -1,6775 <_____> 1482,6 <Интегр-Навиг> 151,98 0,428662 -0,528289 3,87434 -2,05566 0 55,76233197141 37,72386551750 162,48428344727 0,213732 9,1524 -0,507079
189,07386779785 469438 -1,6775 <_____> 1483,2 <Интегр-Навиг> 151,978 0,408568 -0,571655 3,85912 -2,07158 0 55,76233376796 37,72386382047 162,53532409668 -0,218002 10,8905 -0,150995
188,86206054688 469627 -1,6012 <_____> 1484 <Интегр-Навиг> 151,984 0,410283 -0,635764 3,90305 -2,07484 0 55,76233507816 37,72386286911 162,53306579590 -0,127892 8,822 -0,630651
188,65026855469 469814 -1,6012 <_____> 1484,8 <Интегр-Навиг> 151,978 0,437103 -0,563639 3,91066 -2,09614 0 55,76233696589 37,72386108710 162,53123474121 -0,35108 11,532 0,582947
188,43846130371 469999 -1,6012 <_____> 1485 <Интегр-Навиг> 151,988 0,500057 -0,523887 3,93734 -2,08401 0 55,76233873399 37,72385941550 162,52943420410 -0,841297 10,0573 0,0371572
188,22665405273 470186 -1,6012 <_____> 1485,2 <Интегр-Навиг> 151,974 0,536677 -0,478227 3,9376 -2,10562 0 55,76234055995 37,72385768905 162,52732849121 0,0279779 9,76723 0,110459
188,01486206055 470372 -1,67745 <_____> 1485,4 <Интегр-Навиг> 151,973 0,53589 -0,442229 3,88173 -2,08015 0 55,76234238436 37,72385596554 162,52500915527 -0,746533 11,3154 0,496789
187,80305480957 470559 -1,67745 <_____> 1485 <Интегр-Навиг> 151,983 0,555236 -0,401997 3,88219 -2,06438 0 55,76234377935 37,72385484247 162,58280944824 -0,898444 9,64146 -0,014514
187,59126281738 470749 -1,6012 <_____> 1484,4 <Интегр-Навиг> 151,981 0,557192 -0,379051 3,83804 -2,02892 0 55,76234563610 37,72385308928 162,58093261719 0,461367 10,069 -0,136612
187,37945556641 470942 -1,6012 <_____> 1483,8 <Интегр-Навиг> 151,975 0,548756 -0,383993 3,7827 -2,03338 0 55,76234747162 37,72385135829 162,57891845703 -1,05065 9,82492 -0,00323798
187,16766357422 471138 -1,6012 <_____> 1483,2 <Интегр-Навиг> 151,99 0,553362 -0,332947 3,73966 -1,9782 0 55,76234928150 37,72384965028 162,57682800293 0,30773 10,0916 -0,636239
186,95585632324 471335 -1,6012 <_____> 1482,6 <Интегр-Навиг> 151,965 0,544796 -0,328423 3,73158 -1,99868 0 55,76235114377 37,72384789486 162,57437133789 -0,379129 10,1149 0,768906
186,74406433105 471530 -1,6012 <_____> 1482,4 <Интегр-Навиг> 151,965 0,538509 -0,341424 3,75054 -2,0132 0 55,76235216212 37,72384709117 162,62744140625 -0,533681 9,63614 -0,0317509
186,53225708008 471726 -1,52496 <_____> 1482,2 <Интегр-Навиг> 151,964 0,524022 -0,283595 3,81851 -2,01503 0 55,76235397762 37,72384538002 162,62588500977 0,857991 9,93631 -0,161606
186,32046508789 471918 -1,52496 <_____> 1481,8 <Интегр-Навиг> 151,952 0,500786 -0,282799 3,82271 -2,03405 0 55,76235582078 37,72384364505 162,62411499023 -0,0769224 10,5452 0,88088
186,10865783691 472110 -1,6012 <_____> 1481,4 <Интегр-Навиг> 151,951 0,4902 -0,309441 3,81822 -2,04505 0 55,76235765757 37,72384191350 162,62232971191 -0,653021 9,64757 -0,057573
185,89686584473 472301 -1,6012 <_____> 1481,2 <Интегр-Навиг> 151,96 0,466768 -0,250959 3,86959 -2,03861 0 55,76235951095 37,72384016948 162,62051391602 0,673978 9,43674 0,619277
185,68505859375 472490 -1,52496 <_____> 1481 <Интегр-Навиг> 151,975 0,447567 -0,265127 3,90342 -2,07131 0 55,76236081958 37,72383910776 162,66851806641 -0,210591 9,94428 0,849062
185,47326660156 472676 -1,52496 <_____> 1480,6 <Интегр-Навиг> 151,976 0,412479 -0,295592 3,93863 -2,12793 0 55,76236264301 37,72383738963 162,66729736328 -0,947948 9,78288 0,136439
185,26145935059 472860 -1,6775 <_____> 1480,2 <Интегр-Навиг> 151,983 0,419932 -0,233052 4,0156 -2,12389 0 55,76236448906 37,72383565044 162,66604614258 -0,356221 9,47841 -0,0437957
185,04966735840 473044 -1,6775 <_____> 1480,2 <Интегр-Навиг> 151,993 0,40232 -0,241533 3,9983 -2,11393 0 55,76236628267 37,72383396147 162,66465759277 -0,43134 9,46823 -0,0149657
184,83786010742 473226 -1,67745 <_____> 1480 <Интегр-Навиг> 151,999 0,36896 -0,288415 4,00788 -2,14994 0 55,76236808281 37,72383226664 162,66329956055 -0,32277 10,6831 -0,0179678
184,62606811523 473408 -1,67745 <_____> 1480 <Интегр-Навиг> 152,01 0,378747 -0,248337 3,99161 -2,11695 0 55,76236994513 37,72383051362 162,71730041504 -1,75139 9,81921 -0,161174
184,41426086426 473592 -1,67745 <_____> 1480 <Интегр-Навиг> 152,009 0,364579 -0,273348 3,98125 -2,1103 0 55,76237114361 37,72382950019 162,71667480469 0,252492 9,35459 0,385977
184,20246887207 473776 -1,67745 <_____> 1480 <Интегр-Навиг> 152,01 0,354261 -0,33346 3,96035 -2,11588 0 55,76237299547 37,72382775951 162,71604919434 -0,111446 9,92387 -0,598785
183,99066162109 473963 -1,6012 <_____> 1480,2 <Интегр-Навиг> 151,991 0,3374 -0,320516 3,93797 -2,08347 0 55,76237483429 37,72382603061 162,71542358398 -0,080622 10,1582 -0,149421
183,77885437012 474148 -1,6012 <_____> 1480,4 <Интегр-Навиг> 151,98 0,321236 -0,346413 3,96124 -2,10786 0 55,76237667814 37,72382429478 162,71466064453 0,424782 9,70958 -0,0333975
183,56706237793 474334 -1,6012 <_____> 1480,6 <Интегр-Навиг> 151,976 0,326494 -0,364803 3,954 -2,10999 0 55,76237844817 37,72382262681 162,71403503418 0,343546 10,3192 -0,432718
183,35525512695 474518 -1,67745 <_____> 1481 <Интегр-Навиг> 151,99 0,327767 -0,339641 3,96017 -2,09884 0 55,76237943121 37,72382192482 162,76483154297 -0,00874046 9,51828 -0,330698
