Путь 17.07.24_1_out.csv 17.07.24_2_in.csv 17.07.24_3_out.csv 17.07.24_4_in.csv 17.07.24_5_out.csv 17.07.24_6_in.csv 17.07.24_7_out.csv
217,000 0,16856621 0,34709093 0,17225131 0,29858141 -0,00492561 0,14636229 -0,00466903
218,000 0,22278499 0,45392321 0,1694912 0,40928775 0,14527042 0,18910123 -0,01767239
219,000 0,49021251 0,55923743 0,39999277 0,5099991 0,3395986 0,19005871 0,21317805
220,000 0,53022069 0,59330727 0,34763795 0,67603755 0,3537311 0,20655248 0,28631867
221,000 0,42040695 0,40622265 0,24274753 0,55637567 0,25979934 0,36191831 0,01543115
222,000 0,320455 0,72733427 0,33946583 0,68485857 0,2754642 0,38728056 0,27327792
223,000 0,52561149 0,88290644 0,46465048 0,80067229 0,191525 0,43617414 0,16273157
224,000 0,27438941 0,85518617 0,503722 0,77344477 0,36300981 0,43045643 0,3113419
225,000 0,25204493 0,80549815 0,24320372 0,53631141 0,32030162 0,38156986 0,16217278
226,000 0,43110996 0,87649239 0,35403072 0,47219559 0,20044194 0,38364433 0,25984287
227,000 0,45462278 0,83595218 0,17458404 0,84123545 0,29456012 0,38830521 0,32047015
228,000 0,33879572 0,76784325 0,29248949 0,64526325 0,18322971 0,38514624 0,16776195
229,000 0,44709885 0,72402226 0,33805505 0,52374864 0,1816184 0,34846054 0,27542026
230,000 0,32526356 0,79350322 0,53117447 0,53872422 0,30440532 0,44398875 0,3291153
231,000 0,42113508 0,84457628 0,39007554 0,48761075 0,29109126 0,39258258 0,3152734
232,000 0,46076823 0,50424762 0,41317395 0,46210029 0,2614123 0,17404675 0,29008288
233,000 0,28876856 0,76007224 0,23454617 0,38610636 0,20433566 0,17732821 0,35202291
234,000 0,10376516 0,52616347 0,20865891 0,44256418 0,35783018 0,30277786 0,07343217
235,000 0,36302576 0,48541739 0,45870467 0,42844499 0,22691227 0,36835624 0,27485458
236,000 0,28549818 0,42452089 0,42391998 0,45938006 0,27924415 0,37044211 0,08326666
237,000 0,30417429 0,49725108 0,12610578 0,4998228 0,23507053 0,35857761 0,17367
238,000 0,37521543 0,52101385 0,14577889 0,53729203 0,19211135 0,39206013 0,26447139
239,000 0,344282 0,66538773 0,29524551 0,49393389 0,22850747 0,32085691 0,22148869
240,000 0,32322207 0,67370485 0,35129151 0,50214961 0,19003246 0,2889823 0,2017712
241,000 0,31229202 0,70457468 0,31469888 0,47619966 0,26327791 0,40133569 0,23242912
242,000 0,47131366 0,64508028 0,32533147 0,50235888 0,29395673 0,48853817 0,27115212
243,000 0,61954981 0,77827506 0,4430976 0,57385669 0,20860051 0,46960945 0,35025781
244,000 0,47837974 0,92557426 0,43534315 0,72053798 0,37444278 0,44255154 0,36906416
245,000 0,37671552 0,69095659 0,33729195 0,67203287 0,10824485 0,39902587 0,38803656
246,000 0,56662324 0,80846037 0,43567032 0,68931539 0,23464896 0,46043679 0,29331455
247,000 0,48980698 0,71794689 0,4886331 0,93159657 0,47296303 0,62138379 0,50548715
248,000 0,4765609 0,71457134 0,52962703 0,62629631 0,48313896 0,44109936 0,35834488
249,000 0,62209571 0,62628707 0,45510909 0,54698483 0,41672971 0,39648766 0,37889965
250,000 0,33468386 0,7706088 0,48197125 0,58529874 0,30219397 0,42833675 0,23817006
251,000 0,52465338 0,60931438 0,5359742 0,65700644 0,31329732 0,57937043 0,40868238
252,000 0,42674808 0,73452712 0,3934513 0,61589084 0,44156874 0,57478711 0,5299003
253,000 0,47396921 0,5380524 0,37296251 0,47378586 0,3353583 0,30759682 0,2838675
254,000 0,34267575 0,50548794 0,28985236 0,52973712 0,31256248 0,31418567 0,2810758
255,000 0,38929916 0,47254868 0,25906268 0,45469193 0,22123707 0,26405273 0,18573496
256,000 0,24599262 0,53101097 0,25274903 0,60880779 0,19000975 0,2667374 0,14525289
257,000 0,08781084 0,36185542 0,20971517 0,43172545 0,14478064 0,19282746 0,1596604
258,000 0,32483024 0,57138636 0,19034855 0,49753979 0,2620129 0,3490295 0,21015154
259,000 0,19382545 0,51155412 0,30819755 0,43271793 0,29268163 0,35836542 0,21095656
260,000 0,2188457 0,56764413 0,34555187 0,54394585 0,23523234 0,33777828 0,20487328
261,000 0,45532198 0,73317408 0,47890755 0,64576415 0,26518377 0,42496513 0,32078666
262,000 0,44794765 0,91877141 0,60801768 0,71199152 0,35329037 0,51374755 0,57027182
263,000 0,55861055 0,81943728 0,59756518 0,77276099 0,56887525 0,44959431 0,6321696
264,000 0,4529399 0,92486803 0,32531459 0,7358686 0,70579816 0,62609729 0,28259012
