Ïóòü 24.07.17_1_out.csv 24.07.17_2_in.csv 24.07.17_3_out.csv 24.07.17_4_in.csv 24.07.17_5_out.csv 24.07.17_6_in.csv 24.07.17_7_out.csv ÑÊÎ
30,22102 1,08122074 1,08271306 1,08135978 1,08249851 1,08213793 1,08224187 1,08211022 0,00051442
30,44655 1,08110893 1,08303511 1,08128791 1,0822327 1,08170622 1,08224395 1,08177197 0,00060601
30,67208 1,08122846 1,08267759 1,08131045 1,08252503 1,08162015 1,08205991 1,08165989 0,0005276
30,89761 1,0813104 1,08282712 1,08137745 1,08228204 1,08137497 1,08194128 1,08148873 0,00053494
31,12314 1,08161884 1,08268463 1,08174683 1,08237445 1,08152906 1,0821898 1,08166759 0,00041084
31,34867 1,08129705 1,08213069 1,08133614 1,08209077 1,08171382 1,08182585 1,08193213 0,00031096
31,5742 1,08134837 1,08218557 1,08155359 1,08229256 1,08213457 1,08201605 1,08128706 0,00039114
31,79973 1,08140343 1,08175238 1,08149925 1,08199539 1,08174296 1,08177363 1,08170719 0,00017947
32,02526 1,08139369 1,08235711 1,08151418 1,08206495 1,08169404 1,0822442 1,08163078 0,00034883
32,25079 1,08138005 1,08234853 1,08127546 1,08191684 1,08182377 1,08199417 1,08175795 0,00033902
32,47632 1,08147308 1,08225937 1,0814015 1,08222341 1,08196542 1,08218474 1,08178885 0,00032998
32,70185 1,08115593 1,08196301 1,08143453 1,08197538 1,08173356 1,08190759 1,08225972 0,00034412
32,92738 1,08135348 1,0818797 1,08150664 1,08215289 1,08205225 1,08204241 1,08175975 0,00027704
33,15291 1,0811999 1,0815208 1,08144226 1,08186439 1,08180711 1,08211625 1,08176569 0,00028282
33,37844 1,08122855 1,08143897 1,0813314 1,08213907 1,08192464 1,08185954 1,08188805 0,00032275
33,60397 1,08125512 1,08178241 1,08145794 1,0818284 1,08204835 1,08197702 1,08180884 0,00026192
33,8295 1,08136408 1,08216055 1,08136812 1,08145281 1,08193978 1,08187174 1,08175034 0,00028926
34,05503 1,0814653 1,08235631 1,08148599 1,08163323 1,08207677 1,08201589 1,081768 0,00030853
